, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, abs_title_sentiment_polarity, abs_title_subjectivity, average_token_length, avg_negative_polarity, avg_positive_polarity, data_channel_is_bus, data_channel_is_entertainment, data_channel_is_lifestyle, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, global_rate_negative_words, global_rate_positive_words, global_sentiment_polarity, global_subjectivity, is_weekend, kw_avg_avg, kw_avg_max, kw_avg_min, kw_max_avg, kw_max_max, kw_max_min, kw_min_avg, kw_min_max, kw_min_min, max_negative_polarity, max_positive_polarity, min_negative_polarity, min_positive_polarity, n_non_stop_unique_tokens, n_non_stop_words, n_tokens_content, n_tokens_title, n_unique_tokens, num_hrefs, num_imgs, num_keywords, num_self_hrefs, num_videos, rate_negative_words, rate_positive_words, self_reference_avg_sharess, self_reference_max_shares, self_reference_min_shares, title_sentiment_polarity, title_subjectivity, weekday_is_friday, weekday_is_monday, weekday_is_saturday, weekday_is_sunday, weekday_is_thursday, weekday_is_tuesday, weekday_is_wednesday, shares
177,0,0,0,0,8,5,0,7,8,3,0.0,0.0,0.0,0.0,1.0,0.0,0,3,6,5,0.0,1,1,0,0,8,0,0,0,0,8,9,6,1,7,9,0,1,5,0,0,4,0,0,0,7,0,6,0,7,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
178,0,0,0,0,9,1,2,7,9,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,4,4,0.0,1,2,0,0,7,0,5,0,9,9,3,5,1,6,9,0,4,6,0,0,3,0,0,3,7,0,0,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
179,4,0,0,0,0,1,1,7,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0,3,6,6,0.0,2,4,0,1,9,0,7,0,0,8,5,7,5,6,9,2,6,5,0,0,7,0,0,3,6,3,5,0,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
180,4,0,2,0,0,0,9,7,7,3,1.0,0.0,0.0,0.0,1.0,0.0,1,3,5,3,0.0,1,1,0,1,9,0,0,0,0,9,6,0,1,5,9,4,6,4,0,0,5,1,0,1,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
181,0,0,4,2,0,0,9,8,7,3,0.0,0.0,0.0,0.0,0.0,1.0,1,2,4,4,1.0,2,5,0,1,9,0,0,0,0,9,8,5,1,6,9,2,5,3,2,0,8,0,0,2,8,0,0,0,4,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1100
182,3,0,2,0,0,0,9,7,9,4,1.0,0.0,0.0,0.0,1.0,0.0,0,3,4,5,0.0,2,2,0,0,9,0,6,0,0,9,9,9,1,5,9,0,3,5,0,0,8,0,0,0,9,0,0,8,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
183,0,0,3,6,0,2,3,9,6,4,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,5,0.0,3,4,0,0,9,0,0,0,0,7,5,2,1,5,9,1,4,5,1,6,5,0,7,3,5,0,0,0,5,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1300
184,1,0,2,6,0,1,1,7,5,5,0.0,0.0,0.0,0.0,0.0,0.0,4,3,5,5,0.0,2,4,0,0,9,0,5,0,0,8,7,7,2,6,9,0,4,5,0,0,7,0,7,2,5,0,1,0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
185,3,1,0,0,0,0,9,8,7,4,0.0,0.0,0.0,0.0,0.0,1.0,2,4,5,4,0.0,1,4,1,0,8,0,0,0,0,7,9,4,0,5,9,3,5,4,1,0,8,0,0,3,7,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1100
186,1,0,9,5,2,0,9,7,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,3,0.0,0,1,1,0,9,0,3,0,0,7,5,5,2,5,9,0,4,5,0,0,6,0,0,5,5,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187,0,0,2,0,1,0,9,7,7,3,0.0,0.0,0.0,0.0,1.0,0.0,1,2,5,4,0.0,1,0,1,0,8,0,4,0,9,7,4,7,4,6,9,0,0,6,0,0,5,0,0,3,5,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
188,0,0,0,0,0,0,9,7,6,4,0.0,0.0,0.0,0.0,1.0,0.0,1,1,6,3,0.0,1,2,0,0,9,0,0,0,0,7,5,6,2,6,9,0,4,7,0,0,7,0,0,2,7,0,0,0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
189,0,0,6,0,0,0,9,8,6,2,0.0,0.0,0.0,0.0,0.0,1.0,1,1,3,3,0.0,1,3,0,1,9,0,0,0,0,7,6,7,1,6,9,1,2,6,2,0,7,0,0,6,2,0,0,0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
190,0,0,3,8,0,4,0,8,6,4,0.0,0.0,1.0,0.0,0.0,0.0,2,6,6,5,0.0,1,4,0,0,9,0,0,0,0,9,9,5,0,5,9,2,2,5,2,1,6,3,0,1,8,0,0,0,8,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
191,0,0,0,2,0,0,9,7,7,4,0.0,0.0,1.0,0.0,0.0,0.0,0,3,6,5,0.0,3,3,0,1,9,0,9,0,0,8,9,4,2,4,9,3,7,4,1,0,9,0,0,1,5,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200
192,1,0,1,9,0,5,0,8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5,6,4,1.0,3,4,0,2,9,0,8,0,0,8,7,7,3,7,9,0,4,8,0,0,5,0,0,6,8,3,0,0,7,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
193,0,0,9,8,0,3,0,8,4,3,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3,5,1.0,1,2,0,0,7,0,0,0,9,8,8,5,0,6,9,0,5,5,0,0,5,0,0,4,6,0,0,0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
194,0,8,3,0,0,0,9,7,7,4,0.0,0.0,0.0,1.0,0.0,0.0,2,2,4,5,0.0,1,3,0,0,9,0,0,0,0,8,9,0,1,6,9,6,4,4,2,0,3,0,0,4,6,0,1,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1300
195,0,0,0,5,0,0,9,7,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0,3,6,6,0.0,2,0,0,1,9,0,0,0,0,8,9,8,1,7,9,0,4,6,1,0,5,0,7,1,7,0,1,0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1300
196,1,0,0,7,0,7,8,7,5,4,0.0,0.0,1.0,1.0,0.0,0.0,1,3,5,5,0.0,4,3,0,1,9,0,6,0,0,8,9,0,1,5,9,1,6,5,0,0,9,3,0,1,6,0,7,2,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100
197,2,0,3,0,1,1,3,7,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,4,4,0.0,2,2,0,0,9,0,2,0,0,8,5,7,0,7,9,0,2,5,0,0,5,0,0,6,4,0,0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300
198,0,0,0,0,0,5,3,7,4,4,0.0,0.0,0.0,0.0,0.0,1.0,6,2,4,5,1.0,1,1,0,1,9,0,3,0,0,8,4,4,0,5,9,1,7,4,2,1,9,1,0,3,4,1,0,1,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200
199,0,0,0,5,0,2,2,7,2,4,0.0,0.0,0.0,0.0,0.0,0.0,5,4,6,6,1.0,2,4,0,0,9,0,6,0,0,8,7,3,1,7,9,0,0,6,1,0,7,0,4,1,8,0,2,0,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1600
200,7,2,1,0,0,0,3,7,6,3,1.0,1.0,0.0,0.0,0.0,0.0,3,3,5,5,0.0,0,2,0,0,9,0,0,0,0,8,5,5,0,5,9,1,5,4,1,0,7,0,0,1,7,0,0,0,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
201,0,0,6,4,0,0,9,7,5,4,0.0,1.0,0.0,0.0,0.0,1.0,1,2,5,4,0.0,0,2,0,0,9,0,0,0,0,9,7,4,2,7,9,1,5,6,0,7,9,0,0,1,8,0,0,0,5,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,616
202,2,0,2,0,6,2,0,7,7,5,0.0,0.0,1.0,0.0,0.0,0.0,2,6,6,5,1.0,2,2,2,0,7,0,3,0,0,8,8,8,1,5,9,2,5,4,0,2,8,0,0,2,9,0,0,0,4,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1500
203,1,0,0,3,0,0,2,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,4,2,3,5,0.0,2,3,0,3,9,2,6,0,0,9,8,2,2,5,9,1,2,4,2,1,9,2,0,4,3,0,0,1,6,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
204,4,0,0,0,4,0,9,7,7,2,0.0,0.0,0.0,0.0,1.0,0.0,3,3,5,5,0.0,1,1,3,0,8,0,5,0,9,9,6,3,0,7,9,5,3,4,0,0,7,0,0,3,6,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
205,1,0,5,0,0,0,9,8,7,2,1.0,0.0,0.0,0.0,0.0,1.0,1,2,6,4,1.0,1,1,1,0,0,0,0,0,0,8,6,8,2,6,9,1,5,5,0,0,9,0,0,2,7,0,0,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1200
206,8,1,1,0,2,0,9,7,7,2,1.0,0.0,0.0,1.0,0.0,0.0,1,3,5,4,0.0,1,3,0,0,9,0,3,0,0,9,7,5,0,6,9,1,3,3,3,0,2,1,0,2,7,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1100
207,1,2,0,0,7,0,9,7,5,5,0.0,0.0,0.0,1.0,0.0,0.0,3,1,2,4,0.0,1,1,0,1,9,0,7,0,0,8,4,0,0,5,9,0,5,4,2,0,8,1,0,3,6,0,4,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
208,0,0,2,1,0,0,9,7,5,3,0.0,1.0,0.0,1.0,0.0,0.0,2,3,4,4,0.0,1,2,0,0,9,0,0,0,0,8,9,3,1,6,9,6,5,5,0,0,9,0,0,2,7,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
209,5,0,1,2,0,0,9,7,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0,5,6,7,0.0,1,0,0,1,9,0,0,0,0,8,9,7,0,6,9,2,2,6,1,1,8,0,0,0,8,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500
210,0,0,0,2,1,1,0,7,8,3,0.0,1.0,0.0,0.0,1.0,0.0,0,4,4,5,0.0,1,2,0,0,8,0,3,0,0,9,4,5,0,5,9,1,4,3,0,0,5,2,0,1,7,0,0,0,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
211,6,0,0,2,4,0,9,7,5,3,1.0,0.0,0.0,1.0,0.0,0.0,3,2,5,4,0.0,1,4,0,1,9,0,2,1,0,8,9,0,1,5,9,7,6,4,1,1,8,1,0,3,6,0,1,0,4,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
212,0,1,4,0,0,0,9,7,8,3,0.0,1.0,0.0,0.0,0.0,1.0,1,2,4,4,0.0,0,2,0,0,9,0,0,0,0,7,6,3,1,6,9,0,5,6,0,0,5,0,0,2,8,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200
213,0,0,2,7,0,4,0,9,7,3,0.0,0.0,0.0,0.0,0.0,1.0,1,3,5,5,1.0,3,3,0,1,9,0,5,0,0,9,9,5,2,5,9,2,4,4,0,0,6,0,0,2,9,0,0,0,7,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200
214,6,0,0,5,5,0,9,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,2,4,6,6,0.0,1,2,1,0,9,0,2,0,0,9,9,4,2,5,9,3,3,4,3,4,7,5,0,1,7,0,0,0,6,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1300
215,0,0,0,0,0,0,9,0,9,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,6,0,0.0,2,7,0,0,9,0,5,0,0,9,0,9,0,0,0,0,5,0,0,1,7,0,0,0,0,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
216,4,0,0,0,5,0,9,7,7,2,0.0,0.0,0.0,0.0,0.0,0.0,2,3,5,3,0.0,1,1,0,0,8,0,3,0,0,8,6,5,2,6,9,1,4,5,1,1,8,0,0,4,5,0,1,0,5,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1100
217,6,0,0,0,0,0,9,7,7,2,1.0,1.0,0.0,0.0,0.0,0.0,0,4,5,4,0.0,1,3,0,0,9,0,7,0,0,9,9,5,0,5,9,2,4,4,1,0,7,3,0,2,8,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
218,5,0,2,0,1,1,1,8,7,2,1.0,0.0,0.0,0.0,1.0,0.0,1,3,4,4,0.0,1,5,0,0,9,0,5,0,0,7,4,5,2,7,9,0,2,6,0,0,5,0,0,2,7,1,6,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
219,0,0,0,0,6,2,3,7,6,3,0.0,0.0,0.0,0.0,1.0,0.0,1,4,4,5,0.0,1,2,0,0,7,0,4,0,0,9,6,6,2,6,9,0,7,6,0,0,7,0,0,1,7,0,0,0,4,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1100
220,0,9,0,7,0,1,4,7,5,4,0.0,1.0,0.0,0.0,0.0,0.0,1,4,5,5,0.0,1,2,0,0,9,0,0,0,0,8,9,3,1,6,9,4,5,4,0,0,8,2,0,4,6,0,0,0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
221,0,0,0,6,0,5,0,7,6,4,0.0,0.0,1.0,0.0,0.0,0.0,5,2,5,4,1.0,2,4,0,1,7,0,3,0,0,9,8,3,0,5,9,2,5,3,2,0,7,5,0,3,5,0,0,0,2,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300
222,0,6,5,0,0,0,9,7,7,3,0.0,1.0,0.0,0.0,0.0,1.0,0,2,4,5,0.0,1,3,0,0,9,0,0,0,0,9,9,3,1,6,9,1,5,6,0,0,7,0,0,4,7,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
223,0,0,0,0,0,1,6,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,5,1.0,1,1,1,0,8,0,0,0,0,8,8,4,1,5,9,3,5,4,2,1,9,6,0,1,7,1,0,0,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200
224,0,0,0,0,9,0,9,8,8,3,0.0,0.0,0.0,0.0,1.0,0.0,0,2,5,4,0.0,0,1,0,0,9,0,0,0,0,9,7,7,1,5,9,1,4,4,0,0,9,2,0,4,8,0,1,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
225,0,0,0,0,2,2,0,7,4,3,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,6,0.0,1,6,0,0,7,0,7,0,0,7,4,2,2,7,9,0,4,7,0,0,3,0,0,3,7,1,1,0,5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
226,0,0,0,7,0,0,9,7,8,4,0.0,0.0,0.0,0.0,0.0,1.0,0,3,6,5,1.0,1,2,0,0,0,0,5,0,9,8,6,8,1,6,9,0,4,5,1,0,7,0,0,3,8,0,0,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1400
227,0,8,0,7,0,0,9,7,4,5,0.0,1.0,0.0,0.0,0.0,0.0,0,3,6,5,0.0,1,6,0,1,9,0,7,0,0,8,6,5,1,6,9,0,5,6,1,0,5,0,0,4,7,0,0,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
228,0,0,1,1,0,2,4,8,8,3,0.0,0.0,1.0,1.0,0.0,0.0,0,5,6,5,0.0,2,2,0,1,9,0,0,0,0,8,9,8,1,6,9,2,8,5,0,0,7,0,0,1,7,0,0,2,6,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
229,9,2,0,0,0,0,0,7,5,4,1.0,0.0,0.0,0.0,0.0,0.0,3,2,4,3,0.0,1,4,0,0,9,0,5,0,0,8,4,8,1,7,9,0,5,5,0,0,4,1,0,1,7,1,0,0,5,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1100
230,0,0,0,9,0,0,9,7,5,3,0.0,1.0,0.0,0.0,1.0,0.0,2,2,5,5,0.0,2,5,0,0,9,0,7,0,0,9,9,2,1,5,9,0,9,3,0,0,3,0,0,4,7,0,1,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
231,4,0,1,0,0,0,9,8,9,4,1.0,0.0,0.0,0.0,0.0,0.0,0,5,6,4,0.0,1,2,0,0,9,0,0,0,0,8,9,8,0,7,9,2,6,5,1,0,9,0,0,1,9,0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
232,0,0,2,6,0,0,9,7,6,4,0.0,0.0,0.0,1.0,0.0,0.0,4,2,1,4,0.0,2,7,0,1,9,0,9,0,0,8,6,0,1,5,9,1,5,4,0,0,3,0,0,6,6,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
233,0,1,0,4,0,2,0,7,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0,4,6,5,1.0,1,1,0,0,9,1,0,0,0,8,9,5,1,5,9,1,4,4,2,1,9,7,0,0,9,0,0,0,7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1400
234,9,1,0,0,0,0,0,8,8,0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,5,4,0.0,1,4,0,0,9,0,6,9,0,8,6,7,0,5,9,1,4,4,1,0,3,0,0,1,9,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
235,1,0,0,6,0,1,2,7,5,2,0.0,0.0,0.0,0.0,1.0,0.0,4,2,3,5,0.0,2,5,0,0,9,0,2,0,0,8,8,6,1,6,9,0,4,6,0,0,5,0,0,2,5,0,1,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200
236,0,0,2,0,6,5,0,7,8,4,0.0,0.0,0.0,0.0,1.0,0.0,0,4,5,4,1.0,1,2,0,0,9,0,6,0,0,7,6,4,1,5,9,0,4,4,0,0,6,1,0,3,7,0,0,0,7,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1500
237,2,2,9,9,0,0,9,8,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,3,0.0,1,5,0,0,9,0,3,0,0,8,5,1,2,5,9,1,5,4,0,0,3,0,0,6,4,1,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
238,0,5,1,2,0,5,9,7,6,5,0.0,0.0,0.0,0.0,0.0,0.0,2,4,6,6,1.0,1,2,1,1,9,0,4,0,9,7,7,4,0,6,9,1,2,5,2,0,7,0,0,2,9,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1400
239,0,0,0,0,9,2,4,8,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0,4,5,4,0.0,1,2,1,0,9,0,3,0,0,8,8,6,2,7,9,0,5,5,0,0,4,0,0,3,7,0,0,0,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
240,8,0,0,0,0,0,9,8,7,5,0.0,0.0,0.0,0.0,0.0,0.0,1,3,6,5,0.0,1,3,1,0,9,0,0,0,0,5,7,5,1,4,9,2,4,4,0,0,7,0,0,1,9,0,0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
241,0,5,0,1,9,0,9,7,6,4,0.0,0.0,0.0,0.0,1.0,0.0,0,2,5,5,0.0,1,2,0,0,9,0,0,0,0,9,8,8,1,6,9,1,0,6,4,0,7,0,0,1,7,0,2,1,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1200
242,0,3,9,0,0,0,9,8,7,3,0.0,0.0,0.0,0.0,0.0,1.0,0,3,5,3,0.0,0,2,1,0,9,0,0,0,0,9,5,1,1,6,9,1,6,5,1,0,7,0,0,5,5,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
243,0,3,0,5,0,6,8,7,7,3,0.0,1.0,0.0,0.0,0.0,0.0,3,3,5,5,0.0,2,2,0,0,9,0,7,0,0,9,9,0,2,5,9,3,4,4,0,0,6,0,6,4,5,1,5,0,6,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1300
244,0,3,0,8,0,0,9,7,7,5,0.0,0.0,0.0,1.0,0.0,0.0,2,3,5,5,0.0,2,4,0,0,9,0,9,0,0,7,6,2,1,3,9,0,8,5,0,1,3,1,0,2,7,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1200
245,0,5,0,2,0,5,0,7,5,4,0.0,1.0,0.0,0.0,0.0,0.0,0,3,6,5,0.0,1,2,1,1,9,0,0,0,0,9,9,5,1,6,9,0,4,6,0,2,9,1,0,1,5,0,0,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200
246,0,0,0,5,1,1,2,9,7,4,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5,5,0.0,2,4,1,1,9,0,0,0,0,9,7,2,1,6,9,0,5,5,0,1,8,0,0,2,3,0,1,0,7,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1300
247,1,0,3,1,0,6,0,8,4,5,0.0,0.0,0.0,0.0,0.0,1.0,2,4,4,4,1.0,1,3,0,1,7,0,0,0,0,8,8,1,2,6,9,0,5,5,0,0,6,0,0,5,6,0,0,0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1200
248,0,1,0,4,0,0,9,7,6,3,0.0,0.0,0.0,0.0,0.0,1.0,1,2,5,4,0.0,1,2,0,1,9,0,0,0,0,9,9,2,0,5,9,1,2,4,1,0,9,1,0,2,6,2,0,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
249,0,0,0,0,0,0,9,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0,6,6,7,0.0,1,1,0,0,9,0,0,0,0,8,8,6,0,7,9,1,5,6,0,0,5,2,0,2,8,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
250,0,0,1,0,0,3,0,7,8,4,0.0,0.0,0.0,0.0,0.0,1.0,1,4,5,4,0.0,1,4,0,0,9,0,5,0,0,9,9,5,1,5,9,5,5,4,0,0,8,0,0,2,8,0,0,0,5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
251,0,0,7,0,3,0,9,7,7,3,0.0,1.0,0.0,0.0,0.0,0.0,2,3,4,5,1.0,1,2,0,0,8,0,5,0,0,8,3,5,1,6,9,5,4,4,0,0,3,1,0,3,6,0,2,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1200
252,0,0,5,3,0,3,6,7,5,3,0.0,1.0,0.0,0.0,0.0,0.0,3,6,5,5,0.0,1,1,0,0,9,0,0,0,0,8,9,3,0,6,9,3,4,5,3,0,9,0,0,0,6,0,0,0,6,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
253,0,4,4,0,0,0,9,9,7,2,0.0,0.0,0.0,0.0,0.0,1.0,3,1,2,4,1.0,3,2,1,1,9,1,5,0,0,9,8,2,1,5,9,1,5,4,1,0,5,0,0,4,4,0,0,0,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1600
254,0,0,0,0,7,1,0,7,8,4,0.0,0.0,0.0,0.0,1.0,0.0,1,2,4,4,0.0,1,2,1,0,8,0,4,0,0,9,7,2,2,5,9,2,2,4,0,0,6,1,0,3,6,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
255,0,0,0,3,0,0,9,7,5,2,0.0,1.0,1.0,0.0,0.0,0.0,0,2,4,7,1.0,2,6,0,0,9,0,8,0,0,8,4,3,2,6,9,0,4,5,1,0,7,0,0,3,7,0,2,0,5,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1300
256,0,0,0,2,0,9,8,7,6,4,0.0,1.0,1.0,0.0,0.0,0.0,3,4,5,5,0.0,2,3,0,0,9,0,7,0,0,9,9,3,1,6,9,2,4,5,3,1,7,5,0,3,8,0,1,0,9,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
257,0,8,0,4,0,2,4,7,5,3,0.0,1.0,0.0,0.0,0.0,0.0,3,5,6,5,0.0,1,3,0,0,9,0,0,0,0,9,9,4,0,6,9,3,5,5,3,0,3,0,0,3,5,0,0,0,8,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
258,3,0,1,0,0,0,9,8,6,2,0.0,0.0,0.0,1.0,0.0,0.0,2,4,5,4,0.0,1,3,0,0,9,0,0,0,0,9,9,4,0,7,9,2,2,4,1,0,9,0,0,3,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
259,0,0,9,0,0,0,9,7,6,3,0.0,0.0,0.0,0.0,0.0,1.0,1,1,3,2,0.0,1,3,0,0,9,0,0,0,0,9,7,3,0,5,9,2,4,4,1,0,6,0,0,9,6,0,0,0,5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
260,7,0,0,1,3,0,9,7,7,4,1.0,0.0,0.0,0.0,1.0,0.0,2,4,6,5,0.0,1,0,0,0,0,0,0,0,9,9,9,6,1,6,9,7,2,4,2,2,7,0,0,2,8,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1200
261,0,8,0,8,0,6,3,7,5,4,0.0,1.0,0.0,0.0,0.0,0.0,6,2,2,5,0.0,2,5,0,1,9,0,0,0,0,9,3,0,3,5,9,0,2,5,0,1,6,0,3,3,4,0,0,0,2,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1200
262,0,0,9,1,0,5,0,7,6,4,0.0,0.0,0.0,0.0,0.0,1.0,0,1,3,4,1.0,1,2,0,0,9,0,4,0,0,9,8,5,1,6,9,3,4,4,0,0,6,0,0,3,6,0,0,0,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
263,0,0,2,3,0,0,9,7,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1,4,6,7,0.0,0,0,1,0,0,0,0,0,9,8,8,8,2,7,9,0,5,8,0,0,9,0,2,0,8,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1200
264,7,0,1,0,0,1,0,8,7,3,0.0,0.0,0.0,1.0,0.0,0.0,0,3,5,4,0.0,1,4,0,0,9,0,0,1,0,8,4,0,0,5,9,2,6,4,0,0,0,1,0,2,7,0,6,0,5,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1100
265,0,3,0,2,1,2,4,8,7,3,1.0,0.0,0.0,0.0,0.0,0.0,0,5,6,5,0.0,1,2,1,0,0,0,0,0,0,9,9,5,1,6,9,0,5,6,1,0,5,1,0,0,7,0,0,0,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
266,7,0,3,0,0,0,9,8,8,4,1.0,0.0,0.0,0.0,0.0,1.0,0,5,5,3,0.0,1,4,0,0,9,0,0,0,0,5,5,7,0,7,9,1,4,6,0,1,9,0,0,1,8,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1300
